userName,content,score,at,appVersion,content_clean
Yakun Fa,game bikin strees karena relog nya pun lama kAli udah jelek banyak update emang game moba jelek,1,2025-10-08 05:51:29,,game bikin strees karena relog nya pun lama kali udah jelek banyak update emang game moba jelek
Ahmad Wahied,nyusahin,1,2025-10-08 05:46:22,2.1.18.11201,nyusahin
M JAMALUDDIN,GK seru game nya banyak lag,1,2025-10-08 05:43:59,2.1.18.11201,gk seru game nya banyak lag
Nyanyong,"makasi montoon,saya sudah bermain game ini selama 7 tahun game yang sangat menghibur dan kadang² saya stress main game ini banyak kalah,dark systemnya tapi gapapa game ini bagus kok cuman ada beberapa bug saat ada update tan itu aja terimakasih",5,2025-10-08 05:43:29,2.1.18.11201,"makasi montoon,saya sudah bermain game ini selama 7 tahun game yang sangat menghibur dan kadang² saya stress main game ini banyak kalah,dark systemnya tapi gapapa game ini bagus kok cuman ada beberapa bug saat ada update tan itu aja terimakasih"
Pascol Ezy,bisa bintang 0 nggak sih game ampas tiap main dapet tim kayak ee semua,1,2025-10-08 05:40:33,2.1.18.11201,bisa bintang 0 nggak sih game ampas tiap main dapet tim kayak ee semua
Muzapar,geme baga buang² waktu sja,1,2025-10-08 05:40:24,2.1.18.11201,geme baga buang² waktu sja
Fadil Gg,bagus,5,2025-10-08 05:40:24,2.1.18.11201,bagus
For_fc26,"padahal jaringan gw bagus"" aja tapi pas di game ngelag jir",1,2025-10-08 05:40:19,,"padahal jaringan gw bagus"" aja tapi pas di game ngelag jir"
Dewi Kirana,sangat seru,5,2025-10-08 05:39:38,2.1.18.11201,sangat seru
faiq fatahilah,"monton ta1. akun orang di ban sembarangan ta1,4su",1,2025-10-08 05:34:00,2.1.18.11201,"monton ta1. akun orang di ban sembarangan ta1,4su"
Alpin san,"woi yg benerlaa anjg ngasi tim bapuk benere asuu asu, boikot ml aja anjg",1,2025-10-08 05:32:05,,"woi yg benerlaa anjg ngasi tim bapuk benere asuu asu, boikot ml aja anjg"
Moizes Soares10,game nya bagus banget tapi sinyal nya di perbaiki dulu😪,5,2025-10-08 05:26:43,2.1.18.11201,game nya bagus banget tapi sinyal nya di perbaiki dulu😪
Nando SinagaJr04,Main Game ini Makin Stres KoontOl😠😡😤🤬🤬,5,2025-10-08 05:24:35,2.1.18.11201,main game ini makin stres koontol😠😡😤🤬🤬
La Nina,game sepi matching sampe 2 menit ga dapet2,1,2025-10-08 05:18:02,2.1.18.11201,game sepi matching sampe 2 menit ga dapet2
Xiao Yan,game taik,1,2025-10-08 05:17:55,,game taik
Yogi Ramadhan,"Yang bener lah montoon masa glory ketemunya sama legend gtu aneh bngtt,",2,2025-10-08 05:16:03,,"yang bener lah montoon masa glory ketemunya sama legend gtu aneh bngtt,"
Braja Musti,"PERCUMA ADA PENGATURAN DRAFT PICK. Beberapa kali gua dpt tim gak seimbang, banyak yg feed/troll. Makin mls main MLBB klo gini.",2,2025-10-08 05:14:24,1.9.64.10601,"percuma ada pengaturan draft pick. beberapa kali gua dpt tim gak seimbang, banyak yg feed/troll. makin mls main mlbb klo gini."
Ballxx Pratama,kasih bintang 2 gw jg udh uninstall karna jaringan sering hilang saat war padahal sinyal full,2,2025-10-08 05:13:41,1.9.64.10601,kasih bintang 2 gw jg udh uninstall karna jaringan sering hilang saat war padahal sinyal full
Galih Saepul Rifqi,"Opsi report setelah pertandingan itu sama sekali gak berguna selain untuk yang AFK. Ayolah, meskipun yang main mendapatkan medal gold, kalau mainnya bapuk, banyak mati, gak mau push tower, dan sebagainya yang menyebabkan kekalahan ya wajib ditindak. kalau gini ceritanya, lebih bagus HoK kemana-mana dalam hal menindak player.",1,2025-10-08 05:08:48,,"opsi report setelah pertandingan itu sama sekali gak berguna selain untuk yang afk. ayolah, meskipun yang main mendapatkan medal gold, kalau mainnya bapuk, banyak mati, gak mau push tower, dan sebagainya yang menyebabkan kekalahan ya wajib ditindak. kalau gini ceritanya, lebih bagus hok kemana-mana dalam hal menindak player."
Angga Pee Wee,Terlalu banyak akun bot game apa ini,1,2025-10-08 05:08:15,2.1.18.11201,terlalu banyak akun bot game apa ini
Jae Jae,jaringan buruk ml saat ini,1,2025-10-08 04:46:18,,jaringan buruk ml saat ini
Otaku Games,MATCHING YANG BENER LA KASIH TEAM GK ADA YANG JELAS MAINNYA MOONTON,1,2025-10-08 04:41:55,,matching yang bener la kasih team gk ada yang jelas mainnya moonton
Muhammad Aulia Nasution,"tolonglah perbaiki bug bug yang ada di In game jangan event sama patch aja yang di urusin tapi, bug bug di dalam game di biarin aja kek mana player player pada pensi kek gini",1,2025-10-08 04:30:57,2.1.18.11201,"tolonglah perbaiki bug bug yang ada di in game jangan event sama patch aja yang di urusin tapi, bug bug di dalam game di biarin aja kek mana player player pada pensi kek gini"
Nani,"Dongo mentang"" Hero mau peringkat global dikasih kawan bot lose terus",1,2025-10-08 04:29:45,2.1.18.11201,"dongo mentang"" hero mau peringkat global dikasih kawan bot lose terus"
Ajeng Mulia,"muntun tolong dong ini sinyal/jaringan ny kok jadi jelek gini? padahal paket data masih lancar, pernah pakek wifi juga tapi sinyal ny tetep burik,dan yg bikin kesel knp saat saya lag g bisa gerak teman 1 tim saya lancar jalan,war KLO sinyal saya yg jelek otomatis mereka terlihat lag juga kan di hp saya tapi knp g? dan yg bikin kesel lagi tuh sering terjadi di saat push renk,barw tolong lah muntun, history saya jadi silver, coklat kadang afk💔,g tau knp sejak ab ketelahir jaringan ny jdi burik",5,2025-10-08 04:29:13,2.1.18.11201,"muntun tolong dong ini sinyal/jaringan ny kok jadi jelek gini? padahal paket data masih lancar, pernah pakek wifi juga tapi sinyal ny tetep burik,dan yg bikin kesel knp saat saya lag g bisa gerak teman 1 tim saya lancar jalan,war klo sinyal saya yg jelek otomatis mereka terlihat lag juga kan di hp saya tapi knp g? dan yg bikin kesel lagi tuh sering terjadi di saat push renk,barw tolong lah muntun, history saya jadi silver, coklat kadang afk💔,g tau knp sejak ab ketelahir jaringan ny jdi burik"
Satin Tisa,banyak bug dan pembagian tim ngasal,1,2025-10-08 04:25:56,2.1.18.11201,banyak bug dan pembagian tim ngasal
Farrel Dwi,oke,5,2025-10-08 04:21:34,,oke
fachray al,banyak dark sistem,1,2025-10-08 04:20:56,2.1.18.11201,banyak dark sistem
Ismir Rudini,"gamenya emng seru, kadang bikin stres,seneng sdkit, tapi lebih banyak stres bukanya bahagia, di kasi tim bot semua yang ga ngerti main, menang sekali kalah 3,4x gak ngertii, walaupun player lama"" kolo di giniin terus jadi bosen, terimakasih 8thunny",5,2025-10-08 04:16:31,1.9.8.9833,"gamenya emng seru, kadang bikin stres,seneng sdkit, tapi lebih banyak stres bukanya bahagia, di kasi tim bot semua yang ga ngerti main, menang sekali kalah 3,4x gak ngertii, walaupun player lama"" kolo di giniin terus jadi bosen, terimakasih 8thunny"
Yuki Ananda,"saya memilih Freya untuk hadiah topup pertama, malah dapat beleric",1,2025-10-08 04:16:05,2.1.18.11201,"saya memilih freya untuk hadiah topup pertama, malah dapat beleric"
Asef Fauzan,musuh jago tim dongo capek kali cok ngegendong gendong tu -_-,1,2025-10-08 04:14:05,2.1.18.11201,musuh jago tim dongo capek kali cok ngegendong gendong tu -_-
reyfan Sagita,"tolong montoon perbaiki sinyalnya.ping selalu merah waktu login dan bermain,lelet 🙄",3,2025-10-08 04:13:57,,"tolong montoon perbaiki sinyalnya.ping selalu merah waktu login dan bermain,lelet 🙄"
Alan Fendores,saya menyukainya,5,2025-10-08 04:09:49,,saya menyukainya
L.A3.R,Gua gak seneng sama kalah muluk gara gara team nya gak seim bang tolong player nya jangan di sik sa,5,2025-10-08 04:05:13,2.1.18.11201,gua gak seneng sama kalah muluk gara gara team nya gak seim bang tolong player nya jangan di sik sa
adnan saputra,"game tolol ada aja masalah nya setiap mau login ada tulisan ""ruang penyimpanan habis"" padahal masih banyak tolol nih gimana montonnn tolol bgt sih lu yatim",1,2025-10-08 04:03:36,,"game tolol ada aja masalah nya setiap mau login ada tulisan ""ruang penyimpanan habis"" padahal masih banyak tolol nih gimana montonnn tolol bgt sih lu yatim"
Saman Alfarizi,"Hallo Moonton, tolong dong server nya dibenerin, semenjak ada bug border avatar legend alucard jadi lag parah dan ngefrezee, stuck di tampilan utama terus, kalaupun main rank bintangnya gak nambah padahal menang dan gak invalid match.",2,2025-10-08 04:01:54,2.1.18.11201,"hallo moonton, tolong dong server nya dibenerin, semenjak ada bug border avatar legend alucard jadi lag parah dan ngefrezee, stuck di tampilan utama terus, kalaupun main rank bintangnya gak nambah padahal menang dan gak invalid match."
M.ripaldo,moonton oah,1,2025-10-08 04:01:13,2.1.18.11201,moonton oah
farhan night,makin kesini makin aneh drag pick nya dapet team nya ga pernah yg sepadan hero op/meta yg dipake musuh pada jago giliran team yg pake kaya bot malah bisa dibilang jagoan bot tolong dong,1,2025-10-08 04:00:56,1.9.70.10634,makin kesini makin aneh drag pick nya dapet team nya ga pernah yg sepadan hero op/meta yg dipake musuh pada jago giliran team yg pake kaya bot malah bisa dibilang jagoan bot tolong dong
Novit Abim,no comment,1,2025-10-08 03:50:17,2.1.18.11201,no comment
gunz 08,keran dan Saya suka,5,2025-10-08 03:42:33,,keran dan saya suka
Naon We,ko sekarang jadi susah di buka yh di hp sayah,3,2025-10-08 03:42:26,2.1.18.11201,ko sekarang jadi susah di buka yh di hp sayah
Minecraft Minecraft,Turun kan harga dm,5,2025-10-08 03:41:30,,turun kan harga dm
Dewa Sadewa,cpe ketemu drak sistem semua pada ga bisa main jadehhh makin hari main banyak drak sistem ada yang kebanyakan ngtik sok jago padahal ga bisa main hadeh hadeh abk semua yang main cpe ge moonton game apalah ini cpe gw udah gendong masih aja ketemu tim abk tolong yang abk ga usah main ke cpe gw dongo semua cpe gendong gw ama tim dongo ajg,1,2025-10-08 03:30:28,,cpe ketemu drak sistem semua pada ga bisa main jadehhh makin hari main banyak drak sistem ada yang kebanyakan ngtik sok jago padahal ga bisa main hadeh hadeh abk semua yang main cpe ge moonton game apalah ini cpe gw udah gendong masih aja ketemu tim abk tolong yang abk ga usah main ke cpe gw dongo semua cpe gendong gw ama tim dongo ajg
Rendi Kancai,game bagus,5,2025-10-08 03:28:40,2.1.18.11201,game bagus
Parhot Parhot,monton kasi tim yng baguss napa aku capek kalah kontolll,1,2025-10-08 03:28:01,2.1.18.11201,monton kasi tim yng baguss napa aku capek kalah kontolll
Reja Ramdani Taufik,game taiii dapet tim bot mulu mending pada hapus nih game,1,2025-10-08 03:27:25,2.1.18.11201,game taiii dapet tim bot mulu mending pada hapus nih game
Kenzie TekniK,"masih burik gamenya, ping jaringan tiba2 jadi merah. payah gak ada perubahan gamenya,.",1,2025-10-08 03:26:49,2.1.18.11201,"masih burik gamenya, ping jaringan tiba2 jadi merah. payah gak ada perubahan gamenya,."
Yeppp Liiioo,"benerin tuh game, masak mitic di tabrakin tim legend? miskirkisd",1,2025-10-08 03:22:56,,"benerin tuh game, masak mitic di tabrakin tim legend? miskirkisd"
Rendi Bule,"Sehabis abdet malah tambah gak jelas ini gems, jaringan internet sering ilang, mohon untuk segera di perhatikan karena sangat tidak nyaman buat para player",1,2025-10-08 03:22:45,2.1.18.11201,"sehabis abdet malah tambah gak jelas ini gems, jaringan internet sering ilang, mohon untuk segera di perhatikan karena sangat tidak nyaman buat para player"
sunardi wiryoutomo,kasih lah tim yang bener masa dapet tim Layla janggel Mulu kasih tim yang bener baru bintang 5 tim kok beban perasaan giliran tim musuh bagus bagus kasih tim yang agak jago🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1,2025-10-08 03:21:09,,kasih lah tim yang bener masa dapet tim layla janggel mulu kasih tim yang bener baru bintang 5 tim kok beban perasaan giliran tim musuh bagus bagus kasih tim yang agak jago🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Rido Sudarmanto,player fider di ripot masih nunggu dlu aneh bngt montoon mending main epep MONTOON GAME RUSAK #7,1,2025-10-08 03:20:12,2.1.18.11201,player fider di ripot masih nunggu dlu aneh bngt montoon mending main epep montoon game rusak #7
erlianafatma anantadewi,samakin di update ml semakin busuk sinyal macet sering kejadian tolong prngertiannya,1,2025-10-08 03:20:09,2.1.18.11201,samakin di update ml semakin busuk sinyal macet sering kejadian tolong prngertiannya
Ady Ady,"Orang"" yg bermain Sangat buruk tidak rekomendasi!!!!!!! game ini Cocoknya buang di sampah",1,2025-10-08 03:17:06,,"orang"" yg bermain sangat buruk tidak rekomendasi!!!!!!! game ini cocoknya buang di sampah"
Uncu Dayat,"𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐠𝐚𝐦𝐞 𝐛𝐞𝐫𝐭𝐚𝐫𝐮𝐧𝐠 𝐦𝐞𝐧𝐠𝐠𝐮𝐧𝐚𝐤𝐚𝐧 𝐤𝐞𝐤𝐨𝐦𝐩𝐚𝐤𝐚𝐧 𝐭𝐞𝐦𝐚𝐧 𝐫𝐞𝐤𝐚𝐧 𝐬𝐚𝐭𝐮 𝐭𝐢𝐦 𝐚𝐬𝐢𝐤, game favorit saya...",5,2025-10-08 03:13:43,2.1.18.11201,"𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐠𝐚𝐦𝐞 𝐛𝐞𝐫𝐭𝐚𝐫𝐮𝐧𝐠 𝐦𝐞𝐧𝐠𝐠𝐮𝐧𝐚𝐤𝐚𝐧 𝐤𝐞𝐤𝐨𝐦𝐩𝐚𝐤𝐚𝐧 𝐭𝐞𝐦𝐚𝐧 𝐫𝐞𝐤𝐚𝐧 𝐬𝐚𝐭𝐮 𝐭𝐢𝐦 𝐚𝐬𝐢𝐤, game favorit saya..."
Heri Adi,"woy monton, kW bikin sistem yg bener lol, kW ngasih tim yg bener ibaratkan tim ku rombongan pascol tim lawan skaylar, tolol kW bikin sistem, udah 13 kali kalah mvp montan capek aku main gem gk normal ini di mitic masih ada hanabi ispayer sama zilong roam tol",1,2025-10-08 03:12:50,1.9.99.10932,"woy monton, kw bikin sistem yg bener lol, kw ngasih tim yg bener ibaratkan tim ku rombongan pascol tim lawan skaylar, tolol kw bikin sistem, udah 13 kali kalah mvp montan capek aku main gem gk normal ini di mitic masih ada hanabi ispayer sama zilong roam tol"
neny rianawati,gatel... dapat temen satu team jelek terus.. sistem bosok...maen kalah terus.. kalah mvp terus.. team satu team beban.. tolong di bantu itu yang maen asal asalan di ban.. tidak maen lagi,1,2025-10-08 03:09:55,2.1.18.11201,gatel... dapat temen satu team jelek terus.. sistem bosok...maen kalah terus.. kalah mvp terus.. team satu team beban.. tolong di bantu itu yang maen asal asalan di ban.. tidak maen lagi
SEPTIO GEMING,Sangat seru game iy untuk saya,5,2025-10-08 03:09:14,,sangat seru game iy untuk saya
Herun Rohman,lihat ulasan banyak yg komen bahkan banyak yg mencelah ngak ppa ada yg bot atau kurang faham terhadap game tpi setidaknya dalam se tim dikasih rank yg setara setiap main pasti ada satu tim bodoh klu begini trus bakalan banyak yg pindah ke game sebelah,1,2025-10-08 03:09:11,,lihat ulasan banyak yg komen bahkan banyak yg mencelah ngak ppa ada yg bot atau kurang faham terhadap game tpi setidaknya dalam se tim dikasih rank yg setara setiap main pasti ada satu tim bodoh klu begini trus bakalan banyak yg pindah ke game sebelah
FRIDAY WEGA ADY RIONALDO,bagus,5,2025-10-08 03:07:52,2.1.18.11201,bagus
Bayu Lesmana,game tidak adil bagi player,1,2025-10-08 03:07:20,2.1.18.11201,game tidak adil bagi player
Fikri aja,bagus,5,2025-10-08 03:07:12,2.1.18.11201,bagus
Gonar Rusdilah,nih plis lah abis draft kenapa ngeframe dah terus di pertengahan game suka ngelag,1,2025-10-08 03:06:00,1.9.64.10601,nih plis lah abis draft kenapa ngeframe dah terus di pertengahan game suka ngelag
Carson Lawrence,heh monoton kalo ngasih tim yang bener gua maen dari sore nyampe jam 3 subuh gk ada perubahan lah... semakin di update semakin rusak ini game .... ganti nama aja game rusak,2,2025-10-08 03:02:17,2.1.18.11201,heh monoton kalo ngasih tim yang bener gua maen dari sore nyampe jam 3 subuh gk ada perubahan lah... semakin di update semakin rusak ini game .... ganti nama aja game rusak
khid khid khid,knpa sekarang jadi sering lag pas lagi main padahal jaringan bagus,2,2025-10-08 03:00:23,1.9.93.10904,knpa sekarang jadi sering lag pas lagi main padahal jaringan bagus
Billy rivelino,sll dpt temen ampas. pdhl musuhnya pro player!! ga jelas!!! uninstall aja bye mobile legend!! 88th main mobile legend ternyata emang bnr2 udah bukan game have fun tp bikin stres..,1,2025-10-08 02:57:31,2.1.18.11201,sll dpt temen ampas. pdhl musuhnya pro player!! ga jelas!!! uninstall aja bye mobile legend!! 88th main mobile legend ternyata emang bnr2 udah bukan game have fun tp bikin stres..
NOPRAN ARDIYANSYAH,gam gak jelas server leg parah masih aja belum di benerin gua main lancar setelah draf pik serfer nya ngelek benerin lah monton Nugini mau nyaingin hok enak lu mundur aja kalo suara pemain lu gak di dengerin benerin lah yg salah dari serfer tuh monton gua udah muak main ngelek ngek begini lama lama pindah juga nanti pemain lu ke hok baru tau rasa lu,1,2025-10-08 02:56:38,2.1.18.11201,gam gak jelas server leg parah masih aja belum di benerin gua main lancar setelah draf pik serfer nya ngelek benerin lah monton nugini mau nyaingin hok enak lu mundur aja kalo suara pemain lu gak di dengerin benerin lah yg salah dari serfer tuh monton gua udah muak main ngelek ngek begini lama lama pindah juga nanti pemain lu ke hok baru tau rasa lu
Martien Willianto,nakin lama signal makin parah....signal lancarr tiba tiba hilang. nge frezz gak jelas.....kebanyak an update skin doank... jaringan gak di perhatiin #unistal ganti game sebelah (merugikan sekali)...kalo bisa bintang minus..gw kasih minus skornya,1,2025-10-08 02:53:06,2.1.18.11201,nakin lama signal makin parah....signal lancarr tiba tiba hilang. nge frezz gak jelas.....kebanyak an update skin doank... jaringan gak di perhatiin #unistal ganti game sebelah (merugikan sekali)...kalo bisa bintang minus..gw kasih minus skornya
Eni Eni,"Mohon dibaca Moonton: Saya sangat bosan kalah ingin rasanya menang, setiap saya menang pasti selanjutnya kalah game ini sangat membosankan jika kalian tidak punya teman Mabar tidak direkomendasikan untuk mendownload game ini dan memainkan game ini",1,2025-10-08 02:49:45,2.1.18.11201,"mohon dibaca moonton: saya sangat bosan kalah ingin rasanya menang, setiap saya menang pasti selanjutnya kalah game ini sangat membosankan jika kalian tidak punya teman mabar tidak direkomendasikan untuk mendownload game ini dan memainkan game ini"
