userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label,self_trained_label
luci morintoh,"Game gubluk dikasih tim lolot, Dev Kikir Cuma mikirin uang uang melulu, Collab melulu, Setidaknya kasih Team yang kayak bener mainya! malah dikasih player skill Warrior, sia sia main ranked tapi Team nya kek Asu, tolong dong montoon tingkatkan lagi sistem nya jgn notice Mulu uang player sistem g pernah diurus, dah gitu Player yang main Troll biasanya g kena hukum, HARUSNYA DI BAN SETIDAKNYA 20 TAHUN! 🤬",2.1.18.11201,"game gubluk dikasih tim lolot, dev kikir cuma mikirin uang uang melulu, collab melulu, setidaknya kasih team yang kayak bener mainya! malah dikasih player skill warrior, sia sia main ranked tapi team nya kek asu, tolong dong montoon tingkatkan lagi sistem nya jgn notice mulu uang player sistem g pernah diurus, dah gitu player yang main troll biasanya g kena hukum, harusnya di ban setidaknya 20 tahun! 🤬","['game', 'gubluk', 'dikasih', 'tim', 'lolot', ',', 'dev', 'kikir', 'cuma', 'mikirin', 'uang', 'uang', 'melulu', ',', 'collab', 'melulu', ',', 'setidaknya', 'kasih', 'team', 'yang', 'kayak', 'bener', 'mainya', '!', 'malah', 'dikasih', 'player', 'skill', 'warrior', ',', 'sia', 'sia', 'main', 'ranked', 'tapi', 'team', 'nya', 'kek', 'asu', ',', 'tolong', 'dong', 'montoon', 'tingkatkan', 'lagi', 'sistem', 'nya', 'jgn', 'notice', 'mulu', 'uang', 'player', 'sistem', 'g', 'pernah', 'diurus', ',', 'dah', 'gitu', 'player', 'yang', 'main', 'troll', 'biasanya', 'g', 'kena', 'hukum', ',', 'harusnya', 'di', 'ban', 'setidaknya', '20', 'tahun', '!', '🤬']","['game', 'gubluk', 'dikasih', 'tim', 'lolot', 'dev', 'kikir', 'cuma', 'mikirin', 'uang', 'uang', 'melulu', 'collab', 'melulu', 'setidaknya', 'kasih', 'team', 'yang', 'kayak', 'bener', 'mainya', 'malah', 'dikasih', 'player', 'skill', 'warrior', 'sia', 'sia', 'main', 'ranked', 'tapi', 'team', 'nya', 'kek', 'asu', 'tolong', 'dong', 'montoon', 'tingkatkan', 'lagi', 'sistem', 'nya', 'jgn', 'notice', 'mulu', 'uang', 'player', 'sistem', 'g', 'pernah', 'diurus', 'dah', 'gitu', 'player', 'yang', 'main', 'troll', 'biasanya', 'g', 'kena', 'hukum', 'harusnya', 'di', 'ban', 'setidaknya', 'tahun']","['gubluk', 'lolot', 'dev', 'kikir', 'cuma', 'mikirin', 'uang', 'uang', 'melulu', 'collab', 'melulu', 'benar', 'mai', 'skill', 'warrior', 'sia', 'sia', 'ranked', 'asu', 'tolong', 'tingkat', 'jgn', 'notice', 'uang', 'pernah', 'urus', 'sudah', 'gitu', 'troll', 'biasa', 'kena', 'hukum', 'ban']","['game', 'gubluk', 'kasih', 'tim', 'lolot', 'dev', 'kikir', 'cuma', 'mikirin', 'uang', 'uang', 'melulu', 'collab', 'melulu', 'tidak', 'kasih', 'team', 'yang', 'kayak', 'bener', 'mai', 'malah', 'kasih', 'player', 'skill', 'warrior', 'sia', 'sia', 'main', 'ranked', 'tapi', 'team', 'nya', 'kek', 'asu', 'tolong', 'dong', 'montoon', 'tingkat', 'lagi', 'sistem', 'nya', 'jgn', 'notice', 'mulu', 'uang', 'player', 'sistem', 'g', 'pernah', 'urus', 'dah', 'gitu', 'player', 'yang', 'main', 'troll', 'biasa', 'g', 'kena', 'hukum', 'harus', 'di', 'ban', 'tidak', 'tahun']","['game', 'gubluk', 'kasih', 'team', 'lolot', 'dev', 'kikir', 'cuma', 'mikirin', 'uang', 'uang', 'melulu', 'collab', 'melulu', 'tidak', 'kasih', 'team', 'yang', 'seperti', 'benar', 'mai', 'malah', 'kasih', 'player', 'skill', 'warrior', 'sia', 'sia', 'main', 'ranked', 'tapi', 'team', 'nya', 'seperti', 'asu', 'tolong', 'dong', 'moonton', 'tingkat', 'lagi', 'sistem', 'nya', 'jgn', 'notice', 'mulu', 'uang', 'player', 'sistem', 'tidak', 'pernah', 'urus', 'sudah', 'gitu', 'player', 'yang', 'main', 'troll', 'biasa', 'tidak', 'kena', 'hukum', 'harus', 'di', 'ban', 'tidak', 'tahun']",,negative
Luxury Bath,we pontoon klo gua jago tuh timnya kasi jago juga donk,2.1.18.11201,we pontoon klo gua jago tuh timnya kasi jago juga donk,"['we', 'pontoon', 'klo', 'gua', 'jago', 'tuh', 'timnya', 'kasi', 'jago', 'juga', 'donk']","['we', 'pontoon', 'klo', 'gua', 'jago', 'tuh', 'timnya', 'kasi', 'jago', 'juga', 'donk']","['we', 'pontoon', 'jago', 'kasi', 'jago', 'donk']","['we', 'pontoon', 'klo', 'gua', 'jago', 'tuh', 'tim', 'kasi', 'jago', 'juga', 'donk']","['we', 'pontoon', 'kalau', 'aku', 'jago', 'tuh', 'team', 'kasi', 'jago', 'juga', 'donk']",,negative
Fredias Agutin,INI KENAPA LAGI MONTOON WOY...... SINYAL HIJAU PING 10-20 MS BISA2 NYA MENYAMBUNGKAN PERANGKAT MONTOON BABI UPDATE GAGAL PALAH DI RILIS TOLOL,2.1.18.11201,ini kenapa lagi montoon woy...... sinyal hijau ping 10-20 ms bisa2 nya menyambungkan perangkat montoon babi update gagal palah di rilis tolol,"['ini', 'kenapa', 'lagi', 'montoon', 'woy', '......', 'sinyal', 'hijau', 'ping', '10-20', 'ms', 'bisa2', 'nya', 'menyambungkan', 'perangkat', 'montoon', 'babi', 'update', 'gagal', 'palah', 'di', 'rilis', 'tolol']","['ini', 'kenapa', 'lagi', 'montoon', 'woy', 'sinyal', 'hijau', 'ping', 'ms', 'bisa', 'nya', 'menyambungkan', 'perangkat', 'montoon', 'babi', 'update', 'gagal', 'palah', 'di', 'rilis', 'tolol']","['kenapa', 'woy', 'sinyal', 'hijau', 'ping', 'ms', 'sambung', 'perangkat', 'babi', 'update', 'gagal', 'palah', 'rilis', 'tolol']","['ini', 'kenapa', 'lagi', 'montoon', 'woy', 'sinyal', 'hijau', 'ping', 'ms', 'bisa', 'nya', 'sambung', 'perangkat', 'montoon', 'babi', 'update', 'gagal', 'palah', 'di', 'rilis', 'tolol']","['ini', 'kenapa', 'lagi', 'moonton', 'woy', 'sinyal', 'hijau', 'ping', 'ms', 'bisa', 'nya', 'sambung', 'perangkat', 'moonton', 'babi', 'update', 'gagal', 'palah', 'di', 'rilis', 'tolol']",,negative
kayzen hayato,"oke teruntuk moonton, tolong banget ya beri player solo di rank kasih aja musuh sama sama solo, bukan malah solo ketemu musuh duo apalagi trio juga, itu benar benar menyusahkan untuk player solo, tolong banget ya sistem nya diperbarui lagi, terimakasih.",,"oke teruntuk moonton, tolong banget ya beri player solo di rank kasih aja musuh sama sama solo, bukan malah solo ketemu musuh duo apalagi trio juga, itu benar benar menyusahkan untuk player solo, tolong banget ya sistem nya diperbarui lagi, terimakasih.","['oke', 'teruntuk', 'moonton', ',', 'tolong', 'banget', 'ya', 'beri', 'player', 'solo', 'di', 'rank', 'kasih', 'aja', 'musuh', 'sama', 'sama', 'solo', ',', 'bukan', 'malah', 'solo', 'ketemu', 'musuh', 'duo', 'apalagi', 'trio', 'juga', ',', 'itu', 'benar', 'benar', 'menyusahkan', 'untuk', 'player', 'solo', ',', 'tolong', 'banget', 'ya', 'sistem', 'nya', 'diperbarui', 'lagi', ',', 'terimakasih', '.']","['oke', 'teruntuk', 'moonton', 'tolong', 'banget', 'ya', 'beri', 'player', 'solo', 'di', 'rank', 'kasih', 'aja', 'musuh', 'sama', 'sama', 'solo', 'bukan', 'malah', 'solo', 'ketemu', 'musuh', 'duo', 'apalagi', 'trio', 'juga', 'itu', 'benar', 'benar', 'menyusahkan', 'untuk', 'player', 'solo', 'tolong', 'banget', 'ya', 'sistem', 'nya', 'diperbarui', 'lagi', 'terimakasih']","['oke', 'tolong', 'banget', 'beri', 'musuh', 'bukan', 'ketemu', 'musuh', 'duo', 'trio', 'benar', 'benar', 'susah', 'tolong', 'banget', 'baru', 'terimakasih']","['oke', 'untuk', 'moonton', 'tolong', 'banget', 'ya', 'beri', 'player', 'solo', 'di', 'rank', 'kasih', 'aja', 'musuh', 'sama', 'sama', 'solo', 'bukan', 'malah', 'solo', 'ketemu', 'musuh', 'duo', 'apalagi', 'trio', 'juga', 'itu', 'benar', 'benar', 'susah', 'untuk', 'player', 'solo', 'tolong', 'banget', 'ya', 'sistem', 'nya', 'baru', 'lagi', 'terimakasih']","['oke', 'untuk', 'moonton', 'tolong', 'banget', 'ya', 'beri', 'player', 'solo', 'di', 'rank', 'kasih', 'aja', 'musuh', 'sama', 'sama', 'solo', 'bukan', 'malah', 'solo', 'ketemu', 'musuh', 'duo', 'apalagi', 'trio', 'juga', 'itu', 'benar', 'benar', 'susah', 'untuk', 'player', 'solo', 'tolong', 'banget', 'ya', 'sistem', 'nya', 'baru', 'lagi', 'terimakasih']",,neutral
Irwan ar,"oyy monton buat game yang jelsas dikit napa. kebiasan, sinyal gw bagus' aja tapi kadang tiba' pin gw 295 gabisa gerak monton, plislah monton defeat itu menyakitkan, itu kejadiannya sering loh. klw dibandingkan sama game HOK atau ff ga ada yang kaya gitu lancar' aja tuh gw main giliran main ml malah ga bisah gerak kocak makanya gw yakin itu gamenya yang bermasalah bukan sinyal gw ingat ya monton itu terjadi bukan sekali tapi SERINGGG!!!! ⚠",1.9.99.10932,"oyy monton buat game yang jelsas dikit napa. kebiasan, sinyal gw bagus' aja tapi kadang tiba' pin gw 295 gabisa gerak monton, plislah monton defeat itu menyakitkan, itu kejadiannya sering loh. klw dibandingkan sama game hok atau ff ga ada yang kaya gitu lancar' aja tuh gw main giliran main ml malah ga bisah gerak kocak makanya gw yakin itu gamenya yang bermasalah bukan sinyal gw ingat ya monton itu terjadi bukan sekali tapi seringgg!!!! ⚠","['oyy', 'monton', 'buat', 'game', 'yang', 'jelsas', 'dikit', 'napa', '.', 'kebiasan', ',', 'sinyal', 'gw', 'bagus', ""'"", 'aja', 'tapi', 'kadang', 'tiba', ""'"", 'pin', 'gw', '295', 'gabisa', 'gerak', 'monton', ',', 'plislah', 'monton', 'defeat', 'itu', 'menyakitkan', ',', 'itu', 'kejadiannya', 'sering', 'loh', '.', 'klw', 'dibandingkan', 'sama', 'game', 'hok', 'atau', 'ff', 'ga', 'ada', 'yang', 'kaya', 'gitu', 'lancar', ""'"", 'aja', 'tuh', 'gw', 'main', 'giliran', 'main', 'ml', 'malah', 'ga', 'bisah', 'gerak', 'kocak', 'makanya', 'gw', 'yakin', 'itu', 'gamenya', 'yang', 'bermasalah', 'bukan', 'sinyal', 'gw', 'ingat', 'ya', 'monton', 'itu', 'terjadi', 'bukan', 'sekali', 'tapi', 'seringgg', '!', '!', '!', '!', '⚠']","['oyy', 'monton', 'buat', 'game', 'yang', 'jelsas', 'dikit', 'napa', 'kebiasan', 'sinyal', 'gw', 'bagus', 'aja', 'tapi', 'kadang', 'tiba', 'pin', 'gw', 'gabisa', 'gerak', 'monton', 'plislah', 'monton', 'defeat', 'itu', 'menyakitkan', 'itu', 'kejadiannya', 'sering', 'loh', 'klw', 'dibandingkan', 'sama', 'game', 'hok', 'atau', 'ff', 'ga', 'ada', 'yang', 'kaya', 'gitu', 'lancar', 'aja', 'tuh', 'gw', 'main', 'giliran', 'main', 'ml', 'malah', 'ga', 'bisah', 'gerak', 'kocak', 'makanya', 'gw', 'yakin', 'itu', 'gamenya', 'yang', 'bermasalah', 'bukan', 'sinyal', 'gw', 'ingat', 'ya', 'monton', 'itu', 'terjadi', 'bukan', 'sekali', 'tapi', 'sering']","['oyy', 'jelsas', 'sedikit', 'napa', 'bias', 'sinyal', 'bagus', 'kadang', 'pin', 'gabisa', 'gerak', 'plislah', 'defeat', 'sakit', 'klw', 'banding', 'ff', 'gitu', 'lancar', 'bisah', 'gerak', 'kocak', 'makanya', 'yakin', 'masalah', 'bukan', 'sinyal', 'ingat', 'bukan']","['oyy', 'monton', 'buat', 'game', 'yang', 'jelsas', 'dikit', 'napa', 'bias', 'sinyal', 'gw', 'bagus', 'aja', 'tapi', 'kadang', 'tiba', 'pin', 'gw', 'gabisa', 'gerak', 'monton', 'plislah', 'monton', 'defeat', 'itu', 'sakit', 'itu', 'jadi', 'sering', 'loh', 'klw', 'banding', 'sama', 'game', 'hok', 'atau', 'ff', 'ga', 'ada', 'yang', 'kaya', 'gitu', 'lancar', 'aja', 'tuh', 'gw', 'main', 'gilir', 'main', 'ml', 'malah', 'ga', 'bisah', 'gerak', 'kocak', 'makanya', 'gw', 'yakin', 'itu', 'gamenya', 'yang', 'masalah', 'bukan', 'sinyal', 'gw', 'ingat', 'ya', 'monton', 'itu', 'jadi', 'bukan', 'sekali', 'tapi', 'sering']","['oyy', 'moonton', 'buat', 'game', 'yang', 'jelsas', 'sedikit', 'napa', 'bias', 'sinyal', 'aku', 'bagus', 'aja', 'tapi', 'kadang', 'tiba', 'pin', 'aku', 'gabisa', 'gerak', 'moonton', 'plislah', 'moonton', 'defeat', 'itu', 'sakit', 'itu', 'jadi', 'sering', 'loh', 'klw', 'banding', 'sama', 'game', 'hok', 'atau', 'ff', 'tidak', 'ada', 'yang', 'seperti', 'gitu', 'lancar', 'aja', 'tuh', 'aku', 'main', 'gilir', 'main', 'ml', 'malah', 'tidak', 'bisah', 'gerak', 'kocak', 'makanya', 'aku', 'yakin', 'itu', 'game', 'yang', 'masalah', 'bukan', 'sinyal', 'aku', 'ingat', 'ya', 'moonton', 'itu', 'jadi', 'bukan', 'sekali', 'tapi', 'sering']",,negative
Angga Dwi Saputra,ini gk ada event lg apa. bosen main rank trs. dibuat sering lg lah event game lainnya,2.1.18.11201,ini gk ada event lg apa. bosen main rank trs. dibuat sering lg lah event game lainnya,"['ini', 'gk', 'ada', 'event', 'lg', 'apa', '.', 'bosen', 'main', 'rank', 'trs', '.', 'dibuat', 'sering', 'lg', 'lah', 'event', 'game', 'lainnya']","['ini', 'gk', 'ada', 'event', 'lg', 'apa', 'bosen', 'main', 'rank', 'trs', 'dibuat', 'sering', 'lg', 'lah', 'event', 'game', 'lainnya']","['event', 'lg', 'bosen', 'trs', 'lg', 'event', 'lain']","['ini', 'gk', 'ada', 'event', 'lg', 'apa', 'bosen', 'main', 'rank', 'trs', 'buat', 'sering', 'lg', 'lah', 'event', 'game', 'lain']","['ini', 'tidak', 'ada', 'event', 'lg', 'apa', 'bosen', 'main', 'rank', 'trs', 'buat', 'sering', 'lg', 'lah', 'event', 'game', 'lain']",,negative
Ziro Leonardo,game yang bikin otak saya yang awal nya normal jadi strees,,game yang bikin otak saya yang awal nya normal jadi strees,"['game', 'yang', 'bikin', 'otak', 'saya', 'yang', 'awal', 'nya', 'normal', 'jadi', 'strees']","['game', 'yang', 'bikin', 'otak', 'saya', 'yang', 'awal', 'nya', 'normal', 'jadi', 'strees']","['otak', 'normal', 'strees']","['game', 'yang', 'bikin', 'otak', 'saya', 'yang', 'awal', 'nya', 'normal', 'jadi', 'strees']","['game', 'yang', 'bikin', 'otak', 'aku', 'yang', 'awal', 'nya', 'normal', 'jadi', 'strees']",,positive
Mario Riski,"jangan main game ini game ini curang, musuhnya player timnya komputer",2.1.18.11201,"jangan main game ini game ini curang, musuhnya player timnya komputer","['jangan', 'main', 'game', 'ini', 'game', 'ini', 'curang', ',', 'musuhnya', 'player', 'timnya', 'komputer']","['jangan', 'main', 'game', 'ini', 'game', 'ini', 'curang', 'musuhnya', 'player', 'timnya', 'komputer']","['jangan', 'curang', 'musuh', 'komputer']","['jangan', 'main', 'game', 'ini', 'game', 'ini', 'curang', 'musuh', 'player', 'tim', 'komputer']","['jangan', 'main', 'game', 'ini', 'game', 'ini', 'curang', 'musuh', 'player', 'team', 'komputer']",,negative
Muhammad Alam,game rusak,2.1.18.11201,game rusak,"['game', 'rusak']","['game', 'rusak']",['rusak'],"['game', 'rusak']","['game', 'rusak']",,negative
Widam L,"selalu dapat tim beban, sengaja troll, dark system tiap solo rank. susah naik rank kalau kayak gini mulu tiap match tahay lah moonton",,"selalu dapat tim beban, sengaja troll, dark system tiap solo rank. susah naik rank kalau kayak gini mulu tiap match tahay lah moonton","['selalu', 'dapat', 'tim', 'beban', ',', 'sengaja', 'troll', ',', 'dark', 'system', 'tiap', 'solo', 'rank', '.', 'susah', 'naik', 'rank', 'kalau', 'kayak', 'gini', 'mulu', 'tiap', 'match', 'tahay', 'lah', 'moonton']","['selalu', 'dapat', 'tim', 'beban', 'sengaja', 'troll', 'dark', 'system', 'tiap', 'solo', 'rank', 'susah', 'naik', 'rank', 'kalau', 'kayak', 'gini', 'mulu', 'tiap', 'match', 'tahay', 'lah', 'moonton']","['selalu', 'beban', 'sengaja', 'troll', 'gelap', 'susah', 'naik', 'tahay']","['selalu', 'dapat', 'tim', 'beban', 'sengaja', 'troll', 'dark', 'system', 'tiap', 'solo', 'rank', 'susah', 'naik', 'rank', 'kalau', 'kayak', 'gin', 'mulu', 'tiap', 'match', 'tahay', 'lah', 'moonton']","['selalu', 'dapat', 'team', 'beban', 'sengaja', 'troll', 'gelap', 'sistem', 'tiap', 'solo', 'rank', 'susah', 'naik', 'rank', 'kalau', 'seperti', 'game', 'mulu', 'tiap', 'match', 'tahay', 'lah', 'moonton']",,negative
ZULFAN,"ML mau bangkrut?, kok hero baru di paksa beli pakai diamond",2.1.18.11201,"ml mau bangkrut?, kok hero baru di paksa beli pakai diamond","['ml', 'mau', 'bangkrut', '?', ',', 'kok', 'hero', 'baru', 'di', 'paksa', 'beli', 'pakai', 'diamond']","['ml', 'mau', 'bangkrut', 'kok', 'hero', 'baru', 'di', 'paksa', 'beli', 'pakai', 'diamond']","['bangkrut', 'baru', 'paksa', 'diamond']","['ml', 'mau', 'bangkrut', 'kok', 'hero', 'baru', 'di', 'paksa', 'beli', 'pakai', 'diamond']","['ml', 'mau', 'bangkrut', 'kok', 'hero', 'baru', 'di', 'paksa', 'beli', 'pakai', 'diamond']",,negative
Noel Herbert Septian Hutapea,"BUAT BRAWL 6 SLOT, AKU JUGA MAIN",2.1.18.11201,"buat brawl 6 slot, aku juga main","['buat', 'brawl', '6', 'slot', ',', 'aku', 'juga', 'main']","['buat', 'brawl', 'slot', 'aku', 'juga', 'main']","['brawl', 'slot']","['buat', 'brawl', 'slot', 'aku', 'juga', 'main']","['buat', 'brawl', 'slot', 'aku', 'juga', 'main']",,negative
Aril Kopior,pejuang solo gua ANJ!!!!!!!!!!!,1.9.99.10932,pejuang solo gua anj!!!!!!!!!!!,"['pejuang', 'solo', 'gua', 'anj', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!']","['pejuang', 'solo', 'gua', 'anj']","['juang', 'anj']","['juang', 'solo', 'gua', 'anj']","['juang', 'solo', 'aku', 'anj']",,negative
Muhammad Rizki,stiap lagi war ngestak pdhl jaringan mh aman tolong segera di perbaiki montoon,2.1.18.11201,stiap lagi war ngestak pdhl jaringan mh aman tolong segera di perbaiki montoon,"['stiap', 'lagi', 'war', 'ngestak', 'pdhl', 'jaringan', 'mh', 'aman', 'tolong', 'segera', 'di', 'perbaiki', 'montoon']","['stiap', 'lagi', 'war', 'ngestak', 'pdhl', 'jaringan', 'mh', 'aman', 'tolong', 'segera', 'di', 'perbaiki', 'montoon']","['stiap', 'ngestak', 'pdhl', 'mh', 'aman', 'tolong', 'segera', 'baik']","['stiap', 'lagi', 'war', 'ngestak', 'pdhl', 'jaring', 'mh', 'aman', 'tolong', 'segera', 'di', 'baik', 'montoon']","['stiap', 'lagi', 'war', 'ngestak', 'pdhl', 'jaring', 'mh', 'aman', 'tolong', 'segera', 'di', 'baik', 'moonton']",,negative
KHOLILLU ROHMAN,"dari season awal aku main baru kali ini gua ngomong kalo monton itu jaringan paling parah, gua sndiri tipikal g pernah komplen.. emng kalo tim mau dpt kalah pasti ada aja jaringan lag.. tim ku semua lag parah musuh pasti gg parah keterlaluan monton jgn donlod game ini udah burik",2.1.18.11201,"dari season awal aku main baru kali ini gua ngomong kalo monton itu jaringan paling parah, gua sndiri tipikal g pernah komplen.. emng kalo tim mau dpt kalah pasti ada aja jaringan lag.. tim ku semua lag parah musuh pasti gg parah keterlaluan monton jgn donlod game ini udah burik","['dari', 'season', 'awal', 'aku', 'main', 'baru', 'kali', 'ini', 'gua', 'ngomong', 'kalo', 'monton', 'itu', 'jaringan', 'paling', 'parah', ',', 'gua', 'sndiri', 'tipikal', 'g', 'pernah', 'komplen', '..', 'emng', 'kalo', 'tim', 'mau', 'dpt', 'kalah', 'pasti', 'ada', 'aja', 'jaringan', 'lag', '..', 'tim', 'ku', 'semua', 'lag', 'parah', 'musuh', 'pasti', 'gg', 'parah', 'keterlaluan', 'monton', 'jgn', 'donlod', 'game', 'ini', 'udah', 'burik']","['dari', 'season', 'awal', 'aku', 'main', 'baru', 'kali', 'ini', 'gua', 'ngomong', 'kalo', 'monton', 'itu', 'jaringan', 'paling', 'parah', 'gua', 'sndiri', 'tipikal', 'g', 'pernah', 'komplen', 'emng', 'kalo', 'tim', 'mau', 'dpt', 'kalah', 'pasti', 'ada', 'aja', 'jaringan', 'lag', 'tim', 'ku', 'semua', 'lag', 'parah', 'musuh', 'pasti', 'gg', 'parah', 'keterlaluan', 'monton', 'jgn', 'donlod', 'game', 'ini', 'udah', 'burik']","['season', 'baru', 'ngomong', 'paling', 'parah', 'sndiri', 'tipikal', 'pernah', 'komplen', 'emng', 'kalah', 'pasti', 'lag', 'semua', 'lag', 'parah', 'musuh', 'pasti', 'gg', 'parah', 'terlalu', 'jgn', 'donlod', 'buruk']","['dari', 'season', 'awal', 'aku', 'main', 'baru', 'kali', 'ini', 'gua', 'ngomong', 'kalo', 'monton', 'itu', 'jaring', 'paling', 'parah', 'gua', 'sndiri', 'tipikal', 'g', 'pernah', 'komplen', 'emng', 'kalo', 'tim', 'mau', 'dpt', 'kalah', 'pasti', 'ada', 'aja', 'jaring', 'lag', 'tim', 'ku', 'semua', 'lag', 'parah', 'musuh', 'pasti', 'gg', 'parah', 'terlalu', 'monton', 'jgn', 'donlod', 'game', 'ini', 'udah', 'burik']","['dari', 'season', 'awal', 'aku', 'main', 'baru', 'kali', 'ini', 'aku', 'ngomong', 'kalau', 'moonton', 'itu', 'jaring', 'paling', 'parah', 'aku', 'sndiri', 'tipikal', 'tidak', 'pernah', 'komplen', 'emng', 'kalau', 'team', 'mau', 'dapat', 'kalah', 'pasti', 'ada', 'aja', 'jaring', 'lag', 'team', 'ku', 'semua', 'lag', 'parah', 'musuh', 'pasti', 'gg', 'parah', 'terlalu', 'moonton', 'jgn', 'donlod', 'game', 'ini', 'udah', 'buruk']",,negative
As Reggawan,selalu lag dan tibaba mati perbaiki dong,2.1.18.11201,selalu lag dan tibaba mati perbaiki dong,"['selalu', 'lag', 'dan', 'tibaba', 'mati', 'perbaiki', 'dong']","['selalu', 'lag', 'dan', 'tibaba', 'mati', 'perbaiki', 'dong']","['selalu', 'lag', 'tibaba', 'mati', 'baik']","['selalu', 'lag', 'dan', 'tibaba', 'mati', 'baik', 'dong']","['selalu', 'lag', 'dan', 'tibaba', 'mati', 'baik', 'dong']",,negative
Faisal maulana,masa jaringan full dan baik malah lag sendiri seperti ada yg error. jadi tolong di perbaiki,,masa jaringan full dan baik malah lag sendiri seperti ada yg error. jadi tolong di perbaiki,"['masa', 'jaringan', 'full', 'dan', 'baik', 'malah', 'lag', 'sendiri', 'seperti', 'ada', 'yg', 'error', '.', 'jadi', 'tolong', 'di', 'perbaiki']","['masa', 'jaringan', 'full', 'dan', 'baik', 'malah', 'lag', 'sendiri', 'seperti', 'ada', 'yg', 'error', 'jadi', 'tolong', 'di', 'perbaiki']","['masa', 'full', 'baik', 'lag', 'sendiri', 'error', 'tolong', 'baik']","['masa', 'jaring', 'full', 'dan', 'baik', 'malah', 'lag', 'sendiri', 'seperti', 'ada', 'yg', 'error', 'jadi', 'tolong', 'di', 'baik']","['masa', 'jaring', 'full', 'dan', 'baik', 'malah', 'lag', 'sendiri', 'seperti', 'ada', 'yang', 'error', 'jadi', 'tolong', 'di', 'baik']",,negative
Tiar他,banyak banyak istighfar,1.8.58.9312,banyak banyak istighfar,"['banyak', 'banyak', 'istighfar']","['banyak', 'banyak', 'istighfar']","['banyak', 'banyak', 'istighfar']","['banyak', 'banyak', 'istighfar']","['banyak', 'banyak', 'istighfar']",,negative
aa Molet,game haram naik turun naik turun kayak asu dapet tim kayak komputer mulu,,game haram naik turun naik turun kayak asu dapet tim kayak komputer mulu,"['game', 'haram', 'naik', 'turun', 'naik', 'turun', 'kayak', 'asu', 'dapet', 'tim', 'kayak', 'komputer', 'mulu']","['game', 'haram', 'naik', 'turun', 'naik', 'turun', 'kayak', 'asu', 'dapet', 'tim', 'kayak', 'komputer', 'mulu']","['haram', 'naik', 'turun', 'naik', 'turun', 'asu', 'komputer']","['game', 'haram', 'naik', 'turun', 'naik', 'turun', 'kayak', 'asu', 'dapet', 'tim', 'kayak', 'komputer', 'mulu']","['game', 'haram', 'naik', 'turun', 'naik', 'turun', 'seperti', 'asu', 'dapet', 'team', 'seperti', 'komputer', 'mulu']",,negative
